zcr,spectral_rolloff,spectral_centroid,rms,chroma_stft,chroma_cqt,chroma_cens,entropy,spectral_flatness,spectral_bandwidth,poly,tempogram,tonnetz,label
0.0913163442460317,2011.904761904762,1107.9552143407896,0.1760625839233398,0.833135187625885,0.3539722561836242,0.257229596376419,-1256.6236572265625,0.0303585790097713,1219.772873314576,1.9517541472056592,0.1027523384222913,-0.0039917346905677,0
0.09130859375,1869.047619047619,967.8355051367907,0.1728293150663375,0.8077310919761658,0.3534619808197021,0.2495604008436203,-1312.2568359375,0.0047587873414158,1010.570770486619,1.9001834134889024,0.1474871233689119,-0.0107623108991129,0
0.0989893353174603,2019.8412698412696,1085.6687228517517,0.1479450315237045,0.7992599010467529,0.4038225710391998,0.2505179643630981,-1361.94384765625,0.0059595466591417,978.1315978120128,2.033825410886746,0.0705149630234536,0.0077516614054389,0
0.1785946800595238,2960.31746031746,1777.2121283867018,0.2186909019947052,0.7843377590179443,0.286199539899826,0.2297548800706863,-1443.65673828125,0.0353411398828029,1448.6152197456963,2.0559145547947786,0.144576364115322,0.0087400023108797,0
0.1275344122023809,2892.8571428571427,1466.432224876591,0.0965542271733284,0.8038039207458496,0.3693448305130005,0.2425099462270736,-1137.9979248046875,0.0505125075578689,1502.971046570599,1.5997522093721162,0.1024317873174711,-0.0048059096583384,0
0.1577768477182539,2869.0476190476197,1689.6915383761566,0.14104725420475,0.7802463173866272,0.3481292724609375,0.2327686846256256,-1137.253662109375,0.0500757172703743,1413.267778389128,1.4128919494965166,0.0915691680972154,-0.0012880710623582,0
0.0912930927579365,2202.3809523809523,1138.706417491852,0.1526604741811752,0.8046011328697205,0.3262794613838196,0.2512431740760803,-1455.194580078125,0.0183202661573886,1246.6147906469903,1.8101188410542093,0.1388087367566251,0.0073953256724642,0
0.0872318328373015,2130.9523809523807,1132.4529758248773,0.197491854429245,0.8307620286941528,0.3409635424613952,0.2549199759960174,-1340.8165283203125,0.0309151615947484,1339.3819103814706,2.181111520617089,0.1176977108391834,-0.0012361488733117,0
0.1796099950396825,2920.6349206349205,1686.39462324311,0.1023143380880355,0.7482807040214539,0.3314449489116668,0.2350183576345443,-1098.44287109375,0.0594966076314449,1342.076807412485,1.03889456789749,0.0431489567911397,0.010013397976191,0
0.1514911954365079,2837.3015873015875,1636.7361221487783,0.144446462392807,0.7760513424873352,0.3813741505146026,0.2530064284801483,-1359.123779296875,0.0413665361702442,1390.8125347750097,2.1306809605857637,0.1115046122219152,-0.0005035213338965,0
0.0980980282738095,1968.253968253968,1086.4539400222454,0.142418161034584,0.7940430045127869,0.327734887599945,0.2553742825984955,-1372.2198486328125,0.0054312124848365,978.213705383666,1.7354933474839855,0.0656059845632876,-0.0210278285532745,0
0.1566995287698412,3896.8253968253966,2264.1114703747685,0.074882835149765,0.7777552604675293,0.535827100276947,0.2726201117038727,-631.0576782226562,0.2340397983789444,1670.4791312270693,1.0968017396295269,0.0250519615396405,0.0054128706257292,0
0.1353469122023809,2380.9523809523807,1239.0369752852432,0.109903484582901,0.7886840105056763,0.4061838686466217,0.2628072202205658,-1029.293701171875,0.0210383608937263,1154.0743124764829,1.4922864693130924,0.0642616477037562,-0.0045967527153703,0
0.0898204985119047,1988.095238095238,1130.770428911924,0.143182560801506,0.7854278683662415,0.4323572218418121,0.2720935344696045,-1409.9129638671875,0.0178511291742324,1205.650178828624,1.8771036690443,0.0958268234181663,0.0014345277363928,0
0.1598849826388889,2869.0476190476197,1655.0972619690135,0.1209549754858017,0.7508144378662109,0.3144600093364715,0.2323010712862014,-1312.0946044921875,0.0550901964306831,1304.3258426023606,1.2979883944991444,0.108751562100792,-0.0063953771903989,0
0.292449466765873,3662.698412698413,2535.2570620329016,0.1002168580889701,0.6599528789520264,0.3465181887149811,0.2432082593441009,-823.1800537109375,0.0335528366267681,1306.3230623548775,0.7071297740272213,0.1364058018540413,-0.0081986517272082,0
0.1430199032738095,2186.5079365079364,1403.9847370060409,0.0861639901995658,0.7593411207199097,0.2678492069244385,0.2273859828710556,-886.6725463867188,0.0346984751522541,978.764373398457,0.7279599197506995,0.0298045357160875,0.0078560489265248,0
0.1786721850198412,3599.2063492063494,2017.905190516346,0.1034042686223983,0.7384960055351257,0.4321643412113189,0.2646147012710571,-1081.9395751953125,0.1190872937440872,1595.3085317612108,1.4703835807950714,0.090852038141248,0.0039944188875819,0
0.1003534226190476,2250.0,1191.9859598318194,0.2053342163562774,0.8183120489120483,0.3173251152038574,0.2294908761978149,-1342.41552734375,0.0298615451902151,1327.7774431575838,2.1794528652923755,0.1089641386630605,0.0066874152153577,0
0.1515299479166666,2908.7301587301586,1598.4295451025612,0.1142814010381698,0.788784921169281,0.4027771353721618,0.2628976702690124,-1269.968994140625,0.0441979989409446,1450.4776916672097,1.4539451994921362,0.1536747596118705,-0.0216047093835955,0
0.1454923115079365,2865.0793650793653,1561.2368920344693,0.1172163859009742,0.7691935896873474,0.4188123345375061,0.2583616375923157,-1383.82275390625,0.041194811463356,1430.755777571169,1.8199682274820248,0.1206343134655736,6.815532092971968e-05,0
0.1538628472222222,3075.396825396825,1604.5571128360932,0.0756449103355407,0.7755151391029358,0.4330308735370636,0.2589854001998901,-826.599365234375,0.070264033973217,1338.184881270059,1.1150139064934463,0.0304181144153554,-0.0127483893467513,0
0.1266741071428571,2837.3015873015875,1597.1324700891569,0.0961304828524589,0.7994526624679565,0.4754102230072021,0.266343206167221,-907.743408203125,0.0896883830428123,1418.004439265361,1.4091594164869448,0.1254227494302026,0.0002428054591652,0
0.0925021701388889,1853.1746031746031,1049.4955162649217,0.1614439189434051,0.8079525828361511,0.3023259937763214,0.2304329574108123,-1169.00732421875,0.0337973572313785,1063.4124298106233,1.5582849668022063,0.0712394093559764,0.0105563128796388,0
0.13134765625,2789.68253968254,1451.5127621672611,0.0960007682442665,0.7953057885169983,0.4185487926006317,0.2654257416725158,-1084.6787109375,0.0459539107978343,1277.358858926898,1.4394619632412229,0.0449661626570617,-0.0027603640963354,0
0.0819847470238095,1380.952380952381,839.1749533745331,0.2100028991699218,0.802159309387207,0.3043087720870971,0.2343802452087402,-1286.6507568359375,0.0130828637629747,761.061397043156,1.8729506329881207,0.0800845463447755,-0.0281818232774331,0
0.1555602058531746,2813.492063492064,1620.6859254591252,0.1663236021995544,0.7844266295433044,0.3216240108013153,0.2344437390565872,-1469.017578125,0.0589508637785911,1380.19259816115,1.704982176412208,0.1478710407898278,-0.0136915782948573,0
0.1231786334325396,2186.5079365079364,1230.2095011237318,0.1095798164606094,0.7713152170181274,0.4365479350090027,0.2718772292137146,-1097.2938232421875,0.0188669506460428,1008.7947184781532,1.6653339233824165,0.0537225663033898,0.0011660183521751,0
0.0550672743055555,1567.4603174603174,882.6412899023032,0.2325276881456375,0.858867347240448,0.3159448802471161,0.2295605838298797,-1503.74609375,0.0207280442118644,1225.9124486322423,2.34604498527966,0.1587047137673488,0.024315625985224,0
0.0827752976190476,1841.2698412698408,920.0386345499192,0.1195598915219307,0.8399001955986023,0.3598082065582275,0.2424351871013641,-1234.646240234375,0.0092850876972079,986.5635061388966,1.6055690580508224,0.0752461140575146,-0.0215503416653508,0
0.1320374503968254,2539.68253968254,1407.002784588106,0.1535914838314056,0.7843618988990784,0.3281141221523285,0.2490078508853912,-1232.9581298828125,0.0389721356332302,1257.5385500377529,1.5732564150306614,0.1287655990401518,-0.0005506828623676,0
0.1346106150793651,2186.5079365079364,1293.0856540806842,0.1374440044164657,0.7723185420036316,0.294141560792923,0.2485429048538208,-1168.5587158203125,0.0239657890051603,1132.4868651233523,1.2597322977980685,0.0977217151669505,0.0060564028784474,0
0.1685345362103174,2853.174603174604,1708.440998603562,0.1174317225813865,0.7511662244796753,0.3502579927444458,0.2573507726192474,-1291.3038330078125,0.0552606210112571,1318.717039106558,1.439654470695382,0.0812883194058234,0.001847152849232,0
0.1321847098214285,2583.333333333333,1474.755023464318,0.1601612120866775,0.7845786809921265,0.4552034735679626,0.2554255127906799,-1294.0289306640625,0.0405325815081596,1341.7308179814313,2.149385340135236,0.0660273385461685,0.000267524170205,0
0.1211790054563492,2555.555555555556,1440.472021097503,0.212363064289093,0.8191116452217102,0.3038609027862549,0.2194835692644119,-1375.20361328125,0.0362818576395511,1367.9072590613027,2.071682392963415,0.158250278140105,0.0424825857519294,0
0.1767190600198412,3833.3333333333335,1961.3665811757253,0.1366292536258697,0.785643994808197,0.3838685750961303,0.2597077190876007,-1187.0616455078125,0.0913732126355171,1760.5234891322275,1.6152740423587908,0.127514368965873,0.0225006635320093,0
0.1062127976190476,1996.031746031746,1085.462362879969,0.1110891178250312,0.8225147128105164,0.4372132420539856,0.2707592248916626,-1342.520751953125,0.014431532472372,970.4277740093208,1.8149251253245904,0.0702534669556726,-0.0143687959155364,0
0.1247984871031746,2158.7301587301586,1253.520212150082,0.1707627028226852,0.799374520778656,0.3484212160110473,0.2574456930160522,-1383.244140625,0.0200530271977186,1151.9802599787492,2.137083880808978,0.1124890282454886,0.023136366885901,0
0.1224500868055555,1980.15873015873,1226.903271011567,0.2052419036626815,0.7665391564369202,0.3584373593330383,0.2435708045959472,-1137.071044921875,0.0118057467043399,933.9867983032055,2.115577269995866,0.1060673615284831,0.0133725349120087,0
0.1602570064484127,2619.0476190476197,1533.7332450939557,0.1480751633644104,0.7766515612602234,0.3293246030807495,0.2511431574821472,-1184.4632568359375,0.0373654551804065,1265.555647079845,1.403700163329641,0.1489882043380641,-0.0067809557769742,0
0.1757424975198412,3511.904761904762,1883.615893062464,0.0825826972723007,0.7851668000221252,0.4373479783535003,0.2572836577892303,-841.1763305664062,0.0632207319140434,1629.3350246800048,1.0356664804854647,0.1403338839289076,-0.0096795911343285,0
0.1075458829365079,2297.619047619048,1252.9927621687373,0.2176800817251205,0.8380312919616699,0.349342793226242,0.2334336787462234,-1412.075439453125,0.0378458462655544,1260.6530503921297,2.4645136446539717,0.0870446611326524,-0.0076555524731223,0
0.1657211061507936,4019.84126984127,2218.6331722754053,0.1041248515248298,0.7605829238891602,0.3875364959239959,0.2587828338146209,-867.5108642578125,0.1562309712171554,1698.1860580064747,1.1770623497761818,0.0404129908265121,-0.0112468149669085,0
0.086759052579365,2023.809523809524,1018.8594771468802,0.1022916585206985,0.8225635886192322,0.380244493484497,0.2496251910924911,-1124.6083984375,0.0162679851055145,1052.9146254339494,1.381126682318563,0.0558541873034222,0.0129528795997312,0
0.093168712797619,2301.5873015873017,1202.7665659560305,0.155240461230278,0.8323953747749329,0.3340355157852173,0.2559791803359985,-1473.7254638671875,0.0127064147964119,1328.7442634540837,2.047969593426067,0.0921495576061119,-0.0130372029297171,0
0.1100182911706349,1833.3333333333333,1010.3874316871796,0.1684673577547073,0.7985525131225586,0.3306848406791687,0.2449157685041427,-1248.9979248046875,0.0105057377368211,927.9782166757298,1.6203587621285584,0.0848039154224893,0.0002224933548506,0
0.1436011904761904,2706.3492063492063,1505.5399035638295,0.1608648747205734,0.7823510766029358,0.449828952550888,0.2552466094493866,-1144.77685546875,0.0792987793684005,1379.1706510224442,1.853670993556437,0.1022486692074519,0.0064968868486755,0
0.122496589781746,2087.3015873015875,1192.945596533913,0.1516974866390228,0.7897030711174011,0.4000014960765838,0.264041930437088,-1254.7197265625,0.0181088596582412,982.4330250904302,2.234089384844358,0.065314619761624,-0.0145044709722717,0
0.148375496031746,2456.3492063492063,1475.6936882326345,0.1405933648347854,0.7682333588600159,0.3029483556747436,0.2425749897956848,-1146.06298828125,0.0283122416585683,1292.9017966641802,1.421977619354183,0.1553218941771531,-0.0087317236390552,0
0.0856274801587301,2047.619047619048,1093.330468434446,0.1182103678584098,0.8354410529136658,0.3889694511890411,0.2568408548831939,-1244.5677490234375,0.0190067384392023,1270.2209500553383,1.6003482515567533,0.0879843950838939,0.0034577958603987,0
0.1176990327380952,2047.619047619048,1165.5218702494326,0.18714140355587,0.8014799952507019,0.3565275371074676,0.2672984302043915,-1386.2010498046875,0.0167637355625629,1125.1357917063892,2.309560184126439,0.0632155648771776,-0.0006920801511154,0
0.2385990203373016,3468.253968253968,2274.4941269798724,0.0766614899039268,0.6642834544181824,0.3326006233692169,0.2429646551609039,-770.9967651367188,0.0387970134615898,1338.1329510626158,0.5905476190486361,0.136460943501528,-0.0096456751579785,0
0.168364025297619,3099.2063492063494,1705.1732302819014,0.1134051606059074,0.7626606225967407,0.3507991135120392,0.2627703249454498,-1219.866455078125,0.0643987134099006,1319.4266146008486,1.5275940238273664,0.0447150377809822,-0.008135362734169,0
